Snowball,Original,Porter,Lancaster
engross,['engrossing'],['engross'],['engross']
enhanc,['enhance'],['enhanc'],['enh']
enjoind,['enjoinder'],['enjoind'],['enjoind']
enlist,"['enlisted', 'enlists']","['enlist', 'enlist']","['enl', 'enl']"
enrag,['enrage'],['enrag'],['enr']
enrich,['enriching'],['enrich'],['enrich']
ensconc,['ensconced'],['ensconc'],['enscont']
ensu,['ensues'],['ensu'],['ensu']
enter,['enters'],['enter'],['ent']
enterpris,['enterprise'],['enterpris'],['enterpr']
entertain,"['entertainer', 'entertainment']","['entertain', 'entertain']","['entertain', 'entertain']"
enthusiasm,['enthusiasms'],['enthusiasm'],['enthusiasm']
enthusiast,"['enthusiasts', 'enthusiast']","['enthusiast', 'enthusiast']","['enthusiast', 'enthusiast']"
entomb,['entombed'],['entomb'],['entomb']
enumer,['enumeration'],['enumer'],['enum']
envi,['envied'],['envi'],['envy']
enzo,['enzo'],['enzo'],['enzo']
enzym,['enzyme'],['enzym'],['enzym']
enzymat,['enzymatic'],['enzymat'],['enzym']
epigraph,['epigraph'],['epigraph'],['epigraph']
epiphysi,['epiphysis'],['epiphysi'],['epiphys']
epitaph,['epitaph'],['epitaph'],['epitaph']
epithet,['epithet'],['epithet'],['epithet']
equal,"['equalled', 'equalization']","['equal', 'equal']","['equal', 'eq']"
equanim,['equanimity'],['equanim'],['equanim']
equip,['equipping'],['equip'],['equip']
equival,['equivalents'],['equival'],['equ']
equivoc,['equivocal'],['equivoc'],['equivoc']
erect,['erect'],['erect'],['erect']
erod,['eroded'],['erod'],['erod']
errant,['errant'],['errant'],['er']
errat,['erratic'],['errat'],['er']
ervin,['ervin'],['ervin'],['ervin']
escap,['escape'],['escap'],['escap']
eschew,['eschews'],['eschew'],['eschew']
esoter,['esoteric'],['esoter'],['esot']
espous,['espousing'],['espous'],['esp']
esprit,['esprit'],['esprit'],['esprit']
esthet,['esthetics'],['esthet'],['esthet']
estim,['estimates'],['estim'],['estim']
eta,['eta'],['eta'],['et']
ete,['etes'],['ete'],['et']
etern,['eternal'],['etern'],['etern']
ethic,['ethical'],['ethic'],['eth']
etho,['ethos'],['etho'],['etho']
ethyl,['ethyl'],['ethyl'],['ethyl']
eulog,['eulogize'],['eulog'],['eulog']
evalu,"['evaluate', 'evaluating']","['evalu', 'evalu']","['evalu', 'evalu']"
evegeni,['evegeni'],['evegeni'],['evegen']
eventu,['eventuate'],['eventu'],['eventu']
everest,['everest'],['everest'],['everest']
evermount,['evermounting'],['evermount'],['evermount']
evid,['evident'],['evid'],['evid']
evidenti,['evidential'],['evidenti'],['evid']
evolut,['evolution'],['evolut'],['evolv']
exact,['exacted'],['exact'],['exact']
exagger,['exaggerating'],['exagger'],['exag']
exalt,"['exalted', 'exalting']","['exalt', 'exalt']","['exalt', 'exalt']"
exasper,['exasperated'],['exasper'],['exasp']
exceed,['exceed'],['exceed'],['excess']
excel,['excellences'],['excel'],['excel']
excerpt,['excerpts'],['excerpt'],['excerpt']
exchang,['exchanging'],['exchang'],['exchang']
excis,['excised'],['excis'],['exc']
excit,['excite'],['excit'],['excit']
excruci,['excruciating'],['excruci'],['excrucy']
execut,"['execution', 'executives']","['execut', 'execut']","['execut', 'execut']"
execution,['executioners'],['execution'],['execut']
exemplifi,['exemplified'],['exemplifi'],['exempl']
exempt,['exemption'],['exempt'],['exempt']
exercis,['exercising'],['exercis'],['exerc']
exert,"['exerting', 'exert']","['exert', 'exert']","['exert', 'exert']"
exhal,"['exhaled', 'exhaling']","['exhal', 'exhal']","['exh', 'exh']"
exhaust,['exhaustible'],['exhaust'],['exhaust']
exhibit,['exhibits'],['exhibit'],['exhibit']
exil,['exiling'],['exil'],['exil']
exist,"['exists', 'existent']","['exist', 'exist']","['ex', 'ex']"
existentialist,['existentialists'],['existentialist'],['ex']
exit,['exits'],['exit'],['exit']
expand,"['expanded', 'expandable']","['expand', 'expand']","['expand', 'expand']"
expect,['expected'],['expect'],['expect']
expedit,"['expediting', 'expeditions']","['expedit', 'expedit']","['expedit', 'expedit']"
expenditur,"['expenditure', 'expenditures']","['expenditur', 'expenditur']","['expendit', 'expendit']"
expens,['expense'],['expens'],['expens']
experi,['experimented'],['experi'],['expery']
expert,['expertly'],['expertli'],['expert']
expiat,['expiation'],['expiat'],['expy']
expir,"['expire', 'expires']","['expir', 'expir']","['expir', 'expir']"
explanatori,['explanatory'],['explanatori'],['expl']
exploit,"['exploited', 'exploits']","['exploit', 'exploit']","['exploit', 'exploit']"
exploratori,['exploratory'],['exploratori'],['expl']
expos,['exposed'],['expos'],['expos']
express,['expressive'],['express'],['express']
expressiv,['expressivness'],['expressiv'],['express']
extens,['extension'],['extens'],['extend']
exterior,['exteriors'],['exterior'],['extery']
extern,['externalization'],['extern'],['extern']
extinct,['extinction'],['extinct'],['extinct']
extirp,['extirpating'],['extirp'],['extirp']
extrem,['extreme'],['extrem'],['extrem']
extremi,['extremis'],['extremi'],['extrem']
exuber,['exuberantly'],['exuberantli'],['exub']
exult,['exultantly'],['exultantli'],['exult']
eye,['eyeing'],['eye'],['ey']
eyebal,['eyeballs'],['eyebal'],['eyebal']
eyebrow,['eyebrow'],['eyebrow'],['eyebrow']
fabian,['fabian'],['fabian'],['fab']
fabric,['fabrics'],['fabric'],['fabr']
face,['faced'],['face'],['fac']
faceless,['faceless'],['faceless'],['faceless']
faint,['fainted'],['faint'],['faint']
fair,"['faire', 'faires', 'fairness']","['fair', 'fair', 'fair']","['fair', 'fair', 'fair']"
fairmount,['fairmount'],['fairmount'],['fairmount']
fake,['fake'],['fake'],['fak']
faket,['faket'],['faket'],['faket']
fallibl,['fallible'],['fallibl'],['fall']
falloff,['falloff'],['falloff'],['falloff']
famili,['families'],['famili'],['famy']
fanatic,['fanaticism'],['fanatic'],['fan']
fantasi,"['fantasies', 'fantasy']","['fantasi', 'fantasi']","['fantasy', 'fantasy']"
farmland,['farmlands'],['farmland'],['farmland']
farouk,['farouk'],['farouk'],['farouk']
fascin,['fascination'],['fascin'],['fascin']
fashion,['fashioning'],['fashion'],['fash']
fate,"['fated', 'fate', 'fateful']","['fate', 'fate', 'fate']","['fat', 'fat', 'fat']"
fatigu,['fatigued'],['fatigu'],['fatigu']
faucet,['faucet'],['faucet'],['faucet']
favor,"['favoring', 'favor', 'favorably']","['favor', 'favor', 'favor']","['fav', 'fav', 'fav']"
fawn,['fawn'],['fawn'],['fawn']
fear,['fearfully'],['fear'],['fear']
featherbed,['featherbedding'],['featherbed'],['featherbed']
featheri,['feathery'],['featheri'],['feathery']
fee,['fee'],['fee'],['fee']
feign,['feigned'],['feign'],['feign']
fellowfeel,['fellowfeeling'],['fellowfeel'],['fellowfeel']
fellowship,['fellowships'],['fellowship'],['fellow']
felt,['felt'],['felt'],['felt']
feminin,['feminine'],['feminin'],['feminin']
fenc,['fences'],['fenc'],['fent']
fenster,['fenster'],['fenster'],['fenst']
fergeson,['fergeson'],['fergeson'],['fergeson']
feroci,['ferocious'],['feroci'],['ferocy']
ferri,['ferris'],['ferri'],['fer']
ferro,['ferro'],['ferro'],['ferro']
fertil,"['fertilized', 'fertilization']","['fertil', 'fertil']","['fertil', 'fertil']"
festiv,['festivities'],['festiv'],['fest']
feudal,['feudal'],['feudal'],['feud']
fiction,['fictional'],['fiction'],['fict']
fiedler,['fiedler'],['fiedler'],['fiedl']
fiendish,['fiendish'],['fiendish'],['fiend']
fierc,['fiercely'],['fierc'],['fierc']
fifth,['fifths'],['fifth'],['fifth']
fifti,['fifty'],['fifti'],['fifty']
fig,['fig'],['fig'],['fig']
figment,['figment'],['figment'],['fig']
figur,['figural'],['figur'],['fig']
file,['files'],['file'],['fil']
fillip,['fillip'],['fillip'],['fillip']
film,['filmed'],['film'],['film']
filmstrip,['filmstrips'],['filmstrip'],['filmstrip']
filthi,['filthy'],['filthi'],['filthy']
finger,['fingered'],['finger'],['fing']
firelight,['firelight'],['firelight'],['firelight']
firemen,['firemen'],['firemen'],['firem']
fireplac,"['fireplace', 'fireplaces']","['fireplac', 'fireplac']","['fireplac', 'fireplac']"
firm,['firm'],['firm'],['firm']
fish,['fishing'],['fish'],['fish']
fisher,['fisher'],['fisher'],['fish']
fisk,['fiske'],['fisk'],['fisk']
fit,['fittings'],['fit'],['fit']
fizzl,['fizzled'],['fizzl'],['fizzl']
flammabl,['flammable'],['flammabl'],['flam']
flannagan,['flannagan'],['flannagan'],['flan']
flannel,['flannel'],['flannel'],['flannel']
flaunt,['flaunting'],['flaunt'],['flaunt']
flautist,['flautist'],['flautist'],['flaut']
fleck,['fleck'],['fleck'],['fleck']
flicker,"['flickered', 'flicker']","['flicker', 'flicker']","['flick', 'flick']"
flip,['flipping'],['flip'],['flip']
flite,['flite'],['flite'],['flit']
flng,['flng'],['flng'],['flng']
float,['floats'],['float'],['flo']
floc,['floc'],['floc'],['floc']
floe,['floe'],['floe'],['flo']
floor,['floors'],['floor'],['flo']
florentin,['florentine'],['florentin'],['florentin']
flott,['flottes'],['flott'],['flot']
flourish,['flourished'],['flourish'],['flo']
fluentli,['fluently'],['fluentli'],['flu']
fluiditi,['fluidity'],['fluiditi'],['fluid']
fluoresc,['fluoresces'],['fluoresc'],['fluoresc']
flush,['flushed'],['flush'],['flush']
flux,['fluxes'],['flux'],['flux']
focal,['focally'],['focal'],['foc']
focuss,['focussed'],['focuss'],['focuss']
foibl,['foibles'],['foibl'],['foibl']
foil,['foiled'],['foil'],['foil']
fokin,['fokines'],['fokin'],['fokin']
fonta,['fonta'],['fonta'],['font']
foodstuff,['foodstuffs'],['foodstuff'],['foodstuff']
fool,['fooling'],['fool'],['fool']
foolish,"['foolish', 'foolishness']","['foolish', 'foolish']","['fool', 'fool']"
footbal,['footballers'],['footbal'],['footbal']
forbear,['forbears'],['forbear'],['forbear']
fore,['fore'],['fore'],['for']
forecast,['forecast'],['forecast'],['forecast']
forens,['forensic'],['forens'],['forens']
forerunn,['forerunner'],['forerunn'],['forerun']
foresight,['foresight'],['foresight'],['foresight']
forg,['forging'],['forg'],['forg']
forgot,['forgot'],['forgot'],['forgot']
forgotten,['forgotten'],['forgotten'],['forgot']
form,['formed'],['form'],['form']
formbi,['formby'],['formbi'],['formby']
formul,['formulations'],['formul'],['form']
formula,['formulaic'],['formula'],['formula']
fort,['forts'],['fort'],['fort']
forthcom,['forthcoming'],['forthcom'],['forthcom']
forthright,['forthrightness'],['forthright'],['forthright']
fortun,['fortune'],['fortun'],['fortun']
forward,['forwarded'],['forward'],['forward']
foss,['foss'],['foss'],['foss']
foster,['fostering'],['foster'],['fost']
fosterit,['fosterites'],['fosterit'],['fosterit']
founder,['foundering'],['founder'],['found']
foundl,['foundling'],['foundl'],['foundl']
foundri,['foundry'],['foundri'],['foundry']
fountainhead,['fountainhead'],['fountainhead'],['fountainhead']
foursom,['foursome'],['foursom'],['foursom']
fox,['fox'],['fox'],['fox']
fps,['fps'],['fp'],['fps']
fragil,['fragile'],['fragil'],['fragil']
fragmentarili,['fragmentarily'],['fragmentarili'],['frag']
fragrant,['fragrant'],['fragrant'],['fragr']
francoisett,['francoisette'],['francoisett'],['francoiset']
frantic,['frantically'],['frantic'],['frant']
fratern,"['fraternized', 'fraternize']","['fratern', 'fratern']","['fratern', 'fratern']"
frau,['frau'],['frau'],['frau']
frazier,['frazier'],['frazier'],['frazy']
fredrik,['fredrik'],['fredrik'],['fredrik']
freethink,['freethinkers'],['freethink'],['freethink']
freeway,['freeway'],['freeway'],['freeway']
freez,['freeze'],['freez'],['freez']
french,['french'],['french'],['french']
frenchmen,['frenchmen'],['frenchmen'],['frenchm']
frequent,['frequent'],['frequent'],['frequ']
fresco,"['frescoing', 'frescoes']","['fresco', 'fresco']","['fresco', 'fresco']"
fresno,['fresno'],['fresno'],['fresno']
fri,['fried'],['fri'],['fri']
friday,['friday'],['friday'],['friday']
fritzi,['fritzie'],['fritzi'],['fritzy']
frontag,['frontage'],['frontag'],['front']
frost,['frosts'],['frost'],['frost']
frosti,['frosty'],['frosti'],['frosty']
frown,['frown'],['frown'],['frown']
fuhrer,['fuhrer'],['fuhrer'],['fuhr']
fulk,['fulke'],['fulk'],['fulk']
fulli,['fully'],['fulli'],['ful']
fulmin,['fulminating'],['fulmin'],['fulmin']
furlough,['furlough'],['furlough'],['furlough']
furnac,['furnace'],['furnac'],['furnac']
furrow,['furrow'],['furrow'],['furrow']
fuse,['fused'],['fuse'],['fus']
futhermor,['futhermore'],['futhermor'],['futherm']
fuzz,['fuzz'],['fuzz'],['fuzz']
gabbl,['gabbling'],['gabbl'],['gabbl']
gabl,['gable'],['gabl'],['gabl']
gabler,['gabler'],['gabler'],['gabl']
gagarin,['gagarin'],['gagarin'],['gagarin']
gagwrit,['gagwriters'],['gagwrit'],['gagwrit']
gain,['gain'],['gain'],['gain']
galapago,['galapagos'],['galapago'],['galapago']
gall,['galls'],['gall'],['gal']
galleri,['gallery'],['galleri'],['gallery']
gallet,['gallet'],['gallet'],['gallet']
gallivantin,['gallivantin'],['gallivantin'],['gallivantin']
gallon,['gallon'],['gallon'],['gallon']
gallonag,['gallonage'],['gallonag'],['gallon']
galvan,['galvanizing'],['galvan'],['galv']
gantri,['gantry'],['gantri'],['gantry']
gap,['gap'],['gap'],['gap']
garment,['garment'],['garment'],['gar']
garnet,['garnet'],['garnet'],['garnet']
garnett,['garnett'],['garnett'],['garnet']
garri,['garry'],['garri'],['garry']
garrisonian,['garrisonian'],['garrisonian'],['garrison']
garrul,['garrulous'],['garrul'],['garr']
garstung,['garstung'],['garstung'],['garstung']
gash,['gash'],['gash'],['gash']
gasket,['gaskets'],['gasket'],['gasket']
gass,['gassed'],['gass'],['gass']
gather,['gathered'],['gather'],['gath']
gauguin,['gauguin'],['gauguin'],['gauguin']
gauntlet,['gauntlet'],['gauntlet'],['gauntlet']
gauntley,['gauntley'],['gauntley'],['gauntley']
gawki,['gawky'],['gawki'],['gawky']
gaze,['gazes'],['gaze'],['gaz']
gehrig,['gehrig'],['gehrig'],['gehrig']
gemeinschaft,['gemeinschaft'],['gemeinschaft'],['gemeinschaft']
genealog,['genealogies'],['genealog'],['genealog']
general,['general'],['gener'],['gen']
generat,"['generate', 'generations']","['gener', 'gener']","['gen', 'gen']"
genet,['genetic'],['genet'],['genet']
genr,['genres'],['genr'],['genr']
gentl,['gentleness'],['gentl'],['gentl']
gentler,['gentler'],['gentler'],['gentl']
geodet,['geodetic'],['geodet'],['geodet']
geolog,['geological'],['geolog'],['geolog']
georgetown,['georgetown'],['georgetown'],['georgetown']
german,['germanic'],['german'],['germ']
germanium,['germanium'],['germanium'],['german']
germin,['germinate'],['germin'],['germin']
gesualdo,['gesualdo'],['gesualdo'],['gesualdo']
getaway,['getaway'],['getaway'],['getaway']
geyser,['geysers'],['geyser'],['geys']
ghoul,['ghouls'],['ghoul'],['gho']
gibbi,['gibby'],['gibbi'],['gibby']
gil,['gil'],['gil'],['gil']
gilda,['gildas'],['gilda'],['gilda']
gingham,['gingham'],['gingham'],['gingham']
girli,['girlie'],['girli'],['gir']
girth,['girth'],['girth'],['gir']
gisor,['gisors'],['gisor'],['gis']
git,['git'],['git'],['git']
give,['giving'],['give'],['giv']
giveaway,['giveaways'],['giveaway'],['giveaway']
giver,['giver'],['giver'],['giv']
gladdi,['gladdy'],['gladdi'],['gladdy']
gladiat,['gladiator'],['gladiat'],['glady']
glanc,['glanced'],['glanc'],['glant']
glander,['glanders'],['glander'],['gland']
glare,['glared'],['glare'],['glar']
glassi,['glassy'],['glassi'],['glassy']
glib,['glib'],['glib'],['glib']
glider,['gliders'],['glider'],['glid']
glint,['glint'],['glint'],['glint']
glisten,['glisten'],['glisten'],['glist']
glomerular,['glomerular'],['glomerular'],['glomerul']
gloomili,['gloomily'],['gloomili'],['gloom']
glorif,['glorification'],['glorif'],['glor']
glossi,['glossy'],['glossi'],['glossy']
glottochronolog,['glottochronology'],['glottochronolog'],['glottochronolog']
glower,['glowered'],['glower'],['glow']
glum,['glumly'],['glumli'],['glum']
gnash,['gnashing'],['gnash'],['gnash']
gobbler,['gobblers'],['gobbler'],['gobbl']
gogol,['gogols'],['gogol'],['gogol']
goitrogen,['goitrogens'],['goitrogen'],['goitrog']
goodi,"['goodies', 'goody']","['goodi', 'goodi']","['goody', 'goody']"
goodnight,['goodnight'],['goodnight'],['goodnight']
gooshey,['gooshey'],['gooshey'],['gooshey']
gossip,['gossiping'],['gossip'],['gossip']
gothic,['gothic'],['gothic'],['goth']
gourmet,['gourmet'],['gourmet'],['gourmet']
govern,['government'],['govern'],['govern']
grab,['grab'],['grab'],['grab']
grace,['graced'],['grace'],['grac']
grade,['graded'],['grade'],['grad']
gradualist,['gradualist'],['gradualist'],['grad']
graduat,['graduates'],['graduat'],['gradu']
grain,['graining'],['grain'],['grain']
grandad,['grandad'],['grandad'],['grandad']
grandma,['grandmas'],['grandma'],['grandma']
grapevin,['grapevine'],['grapevin'],['grapevin']
grasshopp,['grasshoppers'],['grasshopp'],['grasshop']
gratif,['gratification'],['gratif'],['grat']
gravesend,['gravesend'],['gravesend'],['gravesend']
gray,['graying'],['gray'],['gray']
grazer,['grazer'],['grazer'],['graz']
green,"['greens', 'greenly']","['green', 'greenli']","['green', 'green']"
greenberg,['greenberg'],['greenberg'],['greenberg']
greenest,['greenest'],['greenest'],['greenest']
greet,['greeting'],['greet'],['greet']
gregari,['gregarious'],['gregari'],['greg']
gregg,['gregg'],['gregg'],['greg']
grevyl,['grevyles'],['grevyl'],['grevyl']
grey,['greying'],['grey'],['grey']
grimesbi,['grimesby'],['grimesbi'],['grimesby']
grind,['grinding'],['grind'],['grind']
groat,['groat'],['groat'],['gro']
grocer,['grocer'],['grocer'],['groc']
groot,['groot'],['groot'],['groot']
grope,['grope'],['grope'],['grop']
groth,['groths'],['groth'],['groth']
grotto,['grottoes'],['grotto'],['grotto']
group,['grouped'],['group'],['group']
grove,['groves'],['grove'],['grov']
grover,['grovers'],['grover'],['grov']
grudg,['grudge'],['grudg'],['grudg']
grunnfeu,['grunnfeu'],['grunnfeu'],['grunnfeu']
guar,['guar'],['guar'],['guar']
guarante,['guarantees'],['guarante'],['guar']
guarded,['guardedness'],['guarded'],['guard']
guid,['guided'],['guid'],['guid']
guidebook,['guidebook'],['guidebook'],['guidebook']
guilti,['guilty'],['guilti'],['guil']
guiltless,['guiltless'],['guiltless'],['guiltless']
gull,['gull'],['gull'],['gul']
gulliv,['gullivers'],['gulliv'],['gul']
gun,['gunning'],['gun'],['gun']
gunfight,"['gunfighter', 'gunfights']","['gunfight', 'gunfight']","['gunfight', 'gunfight']"
gunsling,['gunslinger'],['gunsling'],['gunsl']
gypsum,['gypsum'],['gypsum'],['gyps']
haaek,['haaek'],['haaek'],['haaek']
habe,['habe'],['habe'],['hab']
hackstaff,['hackstaff'],['hackstaff'],['hackstaff']
haddock,['haddock'],['haddock'],['haddock']
haec,['haec'],['haec'],['haec']
haestier,['haestier'],['haestier'],['haesty']
haggl,"['haggle', 'haggling']","['haggl', 'haggl']","['haggl', 'haggl']"
haijac,['haijac'],['haijac'],['haijac']
hair,['hair'],['hair'],['hair']
halfback,['halfbacks'],['halfback'],['halfback']
halfway,['halfways'],['halfway'],['halfway']
hallelujah,['hallelujah'],['hallelujah'],['hallelujah']
hallow,['hallowed'],['hallow'],['hallow']
halma,['halma'],['halma'],['halm']
halo,['halos'],['halo'],['halo']
halter,['halter'],['halter'],['halt']
ham,['hamming'],['ham'],['ham']
hammarskjold,['hammarskjold'],['hammarskjold'],['hammarskjold']
handi,['handy'],['handi'],['handy']
handlebar,['handlebars'],['handlebar'],['handleb']
handwrit,['handwriting'],['handwrit'],['handwrit']
haney,['haneys'],['haney'],['haney']
hangov,['hangover'],['hangov'],['hangov']
hapgood,['hapgood'],['hapgood'],['hapgood']
happier,['happier'],['happier'],['happy']
har,['harness'],['har'],['har']
harass,['harass'],['harass'],['harass']
harburg,['harburg'],['harburg'],['harburg']
hard,['harding'],['hard'],['hard']
harde,['hardees'],['harde'],['hard']
harriss,['harriss'],['harriss'],['harriss']
haskel,['haskell'],['haskel'],['haskel']
hasnt,['hasnt'],['hasnt'],['hasnt']
hasten,['hastening'],['hasten'],['hast']
haughti,['haughty'],['haughti'],['haughty']
haul,['hauled'],['haul'],['haul']
haunt,['haunt'],['haunt'],['haunt']
havent,['havent'],['havent'],['hav']
haw,['haw'],['haw'],['haw']
hawaii,['hawaii'],['hawaii'],['hawai']
hawksley,['hawksley'],['hawksley'],['hawksley']
haydn,['haydn'],['haydn'],['haydn']
headlin,['headlining'],['headlin'],['headlin']
hear,['hearings'],['hear'],['hear']
heartless,['heartless'],['heartless'],['heartless']
heat,['heat'],['heat'],['heat']
hecatomb,['hecatomb'],['hecatomb'],['hecatomb']
hedda,['hedda'],['hedda'],['hedd']
hedg,['hedged'],['hedg'],['hedg']
heeler,['heelers'],['heeler'],['heel']
heenan,['heenan'],['heenan'],['heen']
heffernan,['heffernan'],['heffernan'],['heffern']
heft,['hefted'],['heft'],['heft']
hegemoni,['hegemony'],['hegemoni'],['hegemony']
heighten,['heightening'],['heighten'],['height']
heir,['heir'],['heir'],['heir']
heliopoli,['heliopolis'],['heliopoli'],['heliopol']
helium,['helium'],['helium'],['hel']
hellfir,['hellfire'],['hellfir'],['hellfir']
hem,['hemmed'],['hem'],['hem']
hemolyt,['hemolytic'],['hemolyt'],['hemolys']
hereaft,['hereafter'],['hereaft'],['hereaft']
herein,['herein'],['herein'],['herein']
herewith,['herewith'],['herewith'],['herewi']
herford,['herford'],['herford'],['herford']
hermeneut,['hermeneutics'],['hermeneut'],['hermeneut']
herrin,['herrin'],['herrin'],['herrin']
hesit,['hesitant'],['hesit'],['hesit']
hexamet,['hexameter'],['hexamet'],['hexamet']
hibern,['hibernate'],['hibern'],['hibern']
hid,['hid'],['hid'],['hid']
hidden,['hidden'],['hidden'],['hid']
hide,['hides'],['hide'],['hid']
hideous,['hideous'],['hideou'],['hid']
high,['highs'],['high'],['high']
highboy,['highboy'],['highboy'],['highboy']
hike,['hike'],['hike'],['hik']
hillman,['hillman'],['hillman'],['hillm']
himmler,['himmler'],['himmler'],['himml']
hindmost,['hindmost'],['hindmost'],['hindmost']
hino,['hino'],['hino'],['hino']
hippodrom,['hippodrome'],['hippodrom'],['hippodrom']
hire,"['hiring', 'hires']","['hire', 'hire']","['hir', 'hir']"
histrion,['histrionics'],['histrion'],['hist']
hither,['hither'],['hither'],['hith']
hitter,['hitter'],['hitter'],['hit']
hive,['hive'],['hive'],['hiv']
hoag,['hoags'],['hoag'],['hoag']
hock,['hocks'],['hock'],['hock']
hoev,['hoeve'],['hoev'],['hoev']
hoffa,['hoffa'],['hoffa'],['hoff']
hoffer,['hoffer'],['hoffer'],['hoff']
hog,['hog'],['hog'],['hog']
hoi,['hoi'],['hoi'],['hoi']
hole,"['holed', 'holes']","['hole', 'hole']","['hol', 'hol']"
holland,['hollander'],['holland'],['holland']
holt,['holt'],['holt'],['holt']
home,['homes'],['home'],['hom']
homebuild,['homebuilders'],['homebuild'],['homebuild']
homestead,['homesteaders'],['homestead'],['homestead']
homogen,['homogenization'],['homogen'],['homog']
hon,['hon'],['hon'],['hon']
honor,['honored'],['honor'],['hon']
honorari,['honorary'],['honorari'],['hon']
hooker,['hookers'],['hooker'],['hook']
hopeless,['hopelessly'],['hopelessli'],['hopeless']
hopkinsian,['hopkinsian'],['hopkinsian'],['hopkins']
hoppl,['hoppled'],['hoppl'],['hoppl']
hord,['hordes'],['hord'],['hord']
horizont,['horizontal'],['horizont'],['horizont']
horn,"['horned', 'hornes', 'horns']","['horn', 'horn', 'horn']","['horn', 'horn', 'horn']"
horrifi,['horrifying'],['horrifi'],['horr']
hors,['horse'],['hors'],['hors']
horseback,['horseback'],['horseback'],['horseback']
hoss,['hosses'],['hoss'],['hoss']
hot,['hotly'],['hotli'],['hot']
hotrod,['hotrod'],['hotrod'],['hotrod']
hottest,['hottest'],['hottest'],['hottest']
hous,['housed'],['hous'],['hous']
housebroken,['housebroken'],['housebroken'],['housebrok']
housewif,['housewife'],['housewif'],['housew']
housman,['housman'],['housman'],['housm']
how,['hows'],['how'],['how']
hoy,['hoy'],['hoy'],['hoy']
hubbub,['hubbub'],['hubbub'],['hubbub']
hubi,['hubies'],['hubi'],['huby']
huey,['huey'],['huey'],['huey']
hulk,['hulks'],['hulk'],['hulk']
humbl,['humble'],['humbl'],['humbl']
hume,['humes'],['hume'],['hum']
humorist,['humorists'],['humorist'],['hum']
humour,['humour'],['humour'],['humo']
hunch,['hunches'],['hunch'],['hunch']
hundredth,['hundredth'],['hundredth'],['hundred']
hung,['hung'],['hung'],['hung']
hunger,['hunger'],['hunger'],['hung']
hunkerish,['hunkerish'],['hunkerish'],['hunk']
huski,"['huskiness', 'husky']","['huski', 'huski']","['husky', 'husky']"
huzzah,['huzzahs'],['huzzah'],['huzzah']
hyalin,['hyaline'],['hyalin'],['hyalin']
hydrid,['hydrides'],['hydrid'],['hydrid']
hydrochemistri,['hydrochemistry'],['hydrochemistri'],['hydrochem']
hypoact,['hypoactive'],['hypoact'],['hypoact']
hypocrit,['hypocritical'],['hypocrit'],['hypocrit']
hypothalam,['hypothalamic'],['hypothalam'],['hypothalam']
hypothes,['hypothesized'],['hypothes'],['hypothes']
id,['id'],['id'],['id']
idea,['ideas'],['idea'],['idea']
identifi,['identifies'],['identifi'],['ident']
idol,['idol'],['idol'],['idol']
ie,['ie'],['ie'],['ie']
ierulli,['ierulli'],['ierulli'],['ierull']
ignazio,['ignazio'],['ignazio'],['ignazio']
ileum,['ileum'],['ileum'],['ile']
ill,"['ille', 'illness']","['ill', 'ill']","['il', 'il']"
illumin,['illumines'],['illumin'],['illumin']
im,['im'],['im'],['im']
imagin,"['imagine', 'imaginings', 'imaginations']","['imagin', 'imagin', 'imagin']","['imagin', 'imagin', 'imagin']"
imbecil,['imbecile'],['imbecil'],['imbecil']
imit,['imitating'],['imit'],['imit']
immens,['immensely'],['immens'],['immens']
immin,['imminence'],['immin'],['immin']
immort,['immortality'],['immort'],['immort']
impact,['impact'],['impact'],['impact']
impair,['impaired'],['impair'],['impair']
impercept,['imperceptible'],['impercept'],['impercept']
imperfect,['imperfections'],['imperfect'],['imperfect']
imperish,['imperishable'],['imperish'],['imp']
implant,['implant'],['implant'],['impl']
imponder,['imponderable'],['imponder'],['impond']
impos,['imposing'],['impos'],['impos']
improb,"['improbable', 'improbably']","['improb', 'improb']","['improb', 'improb']"
improv,"['improved', 'improvement']","['improv', 'improv']","['improv', 'improv']"
improvis,['improvises'],['improvis'],['improv']
imput,['imputation'],['imput'],['imput']
in,['ins'],['in'],['in']
inaccuraci,"['inaccuracies', 'inaccuracy']","['inaccuraci', 'inaccuraci']","['inacc', 'inacc']"
inaud,['inaudible'],['inaud'],['inaud']
inaugur,['inaugurating'],['inaugur'],['inaug']
inboard,['inboards'],['inboard'],['inboard']
incapac,['incapacity'],['incapac'],['incapac']
incid,['incidents'],['incid'],['incid']
incipi,"['incipience', 'incipient']","['incipi', 'incipi']","['incipy', 'incipy']"
incit,['incited'],['incit'],['incit']
inclus,"['inclusive', 'inclusiveness']","['inclus', 'inclus']","['includ', 'includ']"
incongru,['incongruous'],['incongru'],['incongru']
inconveni,['inconveniently'],['inconveni'],['inconveny']
incorpor,"['incorporated', 'incorporate']","['incorpor', 'incorpor']","['incorp', 'incorp']"
increment,['incremental'],['increment'],['incr']
incub,"['incubating', 'incubation']","['incub', 'incub']","['incub', 'incub']"
incur,['incurable'],['incur'],['int']
ind,['ind'],['ind'],['ind']
indefin,['indefinity'],['indefin'],['indefin']
indefinit,"['indefinite', 'indefinitely']","['indefinit', 'indefinit']","['indefinit', 'indefinit']"
indel,['indelicate'],['indel'],['indel']
